timestamp,open,high,low,close,volume
5/5/23 19:20,323.15,323.3173,316.2116,323.275,760789
5/24/23 20:20,331.74,335.22,331.74,335,1077707
5/24/23 20:55,335.96,336.28,331.65,336.21,302289
5/24/23 21:15,336.69,336.81,331.65,336.53,83446
5/30/23 12:00,352.0806,353.43,349.8,353.19,141692
5/30/23 12:05,353.19,353.68,350.19,353.63,98429
6/1/23 20:20,352.25,352.42,348.1785,352.31,116056
6/13/23 12:30,362.33,363.42,360,362.23,857104
6/21/23 12:30,365.62,366.1,362.3,365.6,113143
7/6/23 12:55,366.23,370.557,366.2,366.46,128159
7/27/23 12:00,382.1811,382.81,377.803,382.69,114158
7/28/23 12:00,379.7608,380.54,376.338,380.4993,123820
8/2/23 12:00,380.06,383.077,377.5796,380.21,140383
8/3/23 12:00,373.84,374.81,371.61,374.56,182925
8/8/23 12:05,372.16,375.471,371.2,371.63,86360
8/15/23 12:00,368.3581,371.72,367.8,368.0596,109177
8/18/23 12:00,356.7381,358.848,355.49,356.22,139122
8/21/23 12:00,360,360.8,357.61,360.67,80019
8/22/23 12:00,365.9311,366.85,363.26,366.8,97059
8/23/23 20:20,369.51,372.5,369.293,372.31,1086964
8/24/23 12:00,373.62,374.64,369.386,373.05,160997
9/7/23 12:15,371.82,375.021,371.6,371.6,51499
9/12/23 19:00,372.96,376.9517,372.74,372.76,1730418
9/21/23 12:00,361.34,364.813,360.7,360.7,248606
9/26/23 12:00,358.3,359.879,356.53,358.5,69509
9/28/23 20:15,358.21,358.4,354.2467,358.4,235617
10/2/23 12:00,358.9784,361.69,358.101,358.18,134240
10/3/23 12:00,359.23,362.3104,358.91,359.04,118837
10/4/23 12:00,355.22,355.77,351.96,355.6,131431
10/6/23 12:30,359.08,359.08,354.2,354.3,1750673
10/20/23 19:05,355.945,359.2708,355.43,355.44,423847
10/20/23 19:10,355.44,359.2554,355.24,355.62,542394
10/23/23 12:00,353.04,355.74,351.48,352.87,105391
10/24/23 20:00,358.98,361.6,358.15,359.02,980824
10/25/23 12:00,357.52,359.399,356.1,357.54,98321
10/26/23 12:00,347.01,350.602,345.26,347.08,118308
10/27/23 12:00,346.5985,347.24,343.917,345.67,166729
11/2/23 12:10,360.95,361.37,357.227,361.19,80653
11/14/23 13:30,378.34,383.8,377,383.09,1545187
12/21/23 14:25,406.97,407.16,403.08,407.08,181211
12/21/23 21:30,407.83,407.85,403.08,407.81,43157
1/2/24 13:00,408.41,410,404.84,405.1,75278
1/2/24 13:05,409.48,409.88,404.93,405.13,30192
1/11/24 13:30,410.96,411.36,407.6,408.95,768208
1/17/24 13:00,407.8086,409.213,406.08,407.49,88890
1/18/24 13:00,410.3802,411.1,406.86,410.86,109083
1/19/24 21:00,421.22,421.69,418.134,421.66,1295605
1/22/24 13:10,424.09,424.09,420.865,424.06,29364
1/24/24 13:00,426.25,427.09,423.797,425.4,126661
1/24/24 21:10,424.91,427.8713,424.53,425.16,415987
1/26/24 13:05,424.81,426.669,422.31,425.06,27767
1/30/24 22:30,421.16,425.3,421.08,421.24,132914
1/31/24 13:00,420.63,424.982,419.6296,421.45,101804
2/1/24 21:20,421.88,425.31,421.88,425.17,244060
2/1/24 22:55,425.54,425.8,416.97,425.8,269928
2/2/24 13:00,426.5,427.05,421.564,426.79,112705
2/13/24 13:00,435.01,435.3,431.6696,435.14,119890
2/13/24 13:30,432.8,433.05,428.46,428.81,898049
2/21/24 21:20,425.45,427.47,422.59,425.55,461409
2/22/24 13:00,434.3,435.0904,431.9,434.24,123412
3/1/24 19:30,446.47,446.58,442.8143,446.08,755553
3/5/24 13:00,441.69,443.687,440.4104,441.61,107850
3/6/24 13:00,438.69,439.76,435.723,439.75,105232
3/7/24 13:00,440.6022,441.19,436.03,437.38,87520
3/7/24 13:05,437.64,440.76,436.18,440.76,22868
3/8/24 13:30,444.81,446.99,443.22,445.79,557844
3/12/24 12:00,439.34,440.4996,437.062,440.1,86346
3/12/24 12:30,439,440.47,437,439.9,505373
3/15/24 18:20,434.14,438.8733,433.85,433.86,686962
3/18/24 12:00,436.57,438.64,433.614,438.5,103256
3/18/24 12:05,438.54,438.61,435.19,438.52,21949
3/19/24 12:00,434.92,437.9496,434.5699,434.86,52002
3/19/24 17:55,438.11,438.4,435.2091,438.39,173733
3/21/24 12:00,446.58,448.43,443.438,448.099,117714
4/3/24 8:00,435.05,440.7,435.05,440.07,8427
4/4/24 20:25,434.99,443.5676,434.799,434.84,66089
4/10/24 12:30,443,443,436.22,436.76,1091810
4/11/24 12:30,436.5,439.49,436.07,439.31,423782
4/12/24 12:00,443.1792,446,442.7896,445.27,46662
4/17/24 12:00,432.39,432.61,429,431.8,93645
4/19/24 12:00,421,422.5,418.27,422.23,158061
4/22/24 18:10,420.21,420.48,414.3824,420.44,361066
4/23/24 15:20,424.645,425.05,418.8715,425,1989957
4/24/24 12:00,427.5,428.48,425.388,428.33,106287
4/24/24 12:15,427.93,428.12,425.07,428.11,196520
4/24/24 20:05,426.67,426.67,422.95,424.11,1646577
4/24/24 22:35,421.99,426.51,421.4,421.7,53973
4/24/24 22:40,421.66,426.51,421.66,421.83,14582
4/25/24 12:45,420.7,426.829,419.84,419.96,150322
4/25/24 20:00,424.43,429.92,423.88,429.6,872968
4/25/24 20:05,429.58,430.4,424.45,429.71,1057746
5/1/24 12:00,422.14,424.908,421.15,422.08,55556
5/1/24 18:35,424.27,426.005,422.56,425.63,1382534
5/1/24 18:40,425.69,428.52,425.32,428.51,1410827
5/3/24 12:30,430.49,433.48,430.48,433.26,364666
5/14/24 12:30,443.19,443.2,440.06,441.69,261421
5/15/24 12:30,445.85,449.35,445.85,448.6,538639
5/22/24 20:20,455.4,458.4,453.32,457.24,336765
5/23/24 20:00,453.62,456.45,453.26,453.29,168493
5/23/24 20:05,453.28,457.9384,453.28,453.7,747576
5/24/24 17:00,458.24,458.485,453.5674,458.19,1155380
6/5/24 15:00,459.75,460.32,454.408,460.27,999903
6/7/24 12:30,464.5,465.55,461.6805,462.2027,465693
6/12/24 12:30,469.68,473.5,469.68,472.53,466663
6/13/24 12:00,477.3089,478.45,473.795,477.12,47046
6/14/24 12:00,475.5,478.34,474.75,475.72,59801
6/21/24 12:00,481.37,482.51,479.51,480.7486,64970
7/17/24 12:00,488.9,494.91,488.3201,489.06,149019
7/17/24 12:05,492.02,492.77,488.7,488.9096,17783
7/17/24 12:15,489.31,496.712,489.31,489.43,70157
7/18/24 12:00,483.83,485.9,482.8496,485.72,112065
7/19/24 12:00,480.2,481.76,476.8,480.9,160734
7/22/24 12:00,479.6703,480.1,476.21,478,145605
7/22/24 12:05,480.06,480.19,476.99,480.09,33257
7/22/24 18:10,482.97,482.97,477.7068,482.65,195820
7/22/24 20:15,481.93,482.35,478.5,481.78,184069
7/23/24 12:00,481.7603,482.78,479.5,482.25,42243
7/25/24 12:00,462.4,465.1,460.9296,464.29,138518
7/26/24 12:00,462.771,463.9,460.4,463.88,123197
7/26/24 12:05,463.85,464.05,457.917,463.98,23608
7/30/24 12:00,465.24,465.5993,462.47,465.5,62774
7/30/24 18:15,457.87,458.55,454.4725,458.5,322637
7/30/24 20:00,457.41,457.74,452.31,452.78,1643310
7/30/24 20:05,452.7,457.53,452.69,453.85,886209
7/31/24 12:00,464.24,465.21,461.3,465.1,170481
7/31/24 12:10,465,465.1,457.187,465,26211
8/1/24 12:00,472.98,475.61,470.717,475.1,149374
8/1/24 20:00,459.71,460.31,456.04,457.9,1180752
8/1/24 21:25,456.11,459.66,456,456.41,47698
8/2/24 12:00,452.14,454.17,450.8904,452.1,145055
8/2/24 12:30,452.71,453.55,448.29,448.62,682103
8/2/24 13:35,448.29,452.53,448.285,452.53,1520672
8/5/24 8:00,434.88,435.53,430.42,431.42,120080
8/5/24 8:05,431.6,435.06,431.6,434.99,51460
8/5/24 12:00,430.46,436.17,424.95,426.84,447977
8/5/24 12:35,421.49,424.4,420,422.98,563660
8/5/24 13:30,424.71,428.29,423.45,427.61,3848805
8/5/24 13:35,427.57,432.25,424.22,431.93,2507193
8/5/24 13:40,431.91,431.98,428.07,429.88,2657753
8/5/24 13:45,429.96,433.86,429.65,433.49,2184561
8/5/24 14:00,432.54,438.07,432.49,436.36,2233973
8/5/24 14:05,436.27,437.18,433.12,433.76,1383875
8/5/24 14:20,435.75,437.015,427.43,433.9,1029516
8/5/24 14:25,433.84,435.34,431.86,431.91,1077342
8/5/24 14:30,431.92,434.9,431.73,434.735,844113
8/5/24 14:50,434.27,437.27,433.16,436.56,1063208
8/5/24 14:55,436.53,436.65,433.59,433.99,915717
8/5/24 15:05,434.01,438.24,433.98,437.48,1121195
8/5/24 16:55,436.66,439.2344,435.81,436.35,554295
8/5/24 20:05,437.45,439.29,435.37,439.16,345064
8/6/24 12:00,440.48,445.25,435.044,440.17,95174
8/6/24 13:40,437.34,437.87,434.69,435.305,1313287
8/6/24 19:50,441.82,447.0302,440.56,440.7,1674431
8/7/24 12:00,442.53,446.63,441,445.09,161004
8/7/24 18:15,436.56,447.5094,435.93,436.27,938253
8/7/24 20:00,434.79,447.3724,434.49,434.65,405612
8/8/24 12:00,434.66,436.68,433.13,435.29,116903
8/8/24 12:30,435.55,439.39,435.46,438.87,421271
8/9/24 12:00,449.959,451.1496,446.3,447.6583,155962
8/12/24 15:20,453.95,454.01,450.11,450.14,1228046
8/13/24 12:00,451.85,455.65,451.042,453.67,79659
8/14/24 12:30,463.44,464.21,460.26,462.02,441509
8/16/24 12:00,474.63,476.75,473.68,473.7,68568
8/23/24 12:00,478.93,479.0796,475.206,475.206,87492
8/23/24 14:45,480.88,480.9399,476.44,477.34,1765048
8/28/24 20:20,471.76,472.1,466.65,467.58,541678
8/28/24 20:25,467.66,470.5,466.43,468.24,603541
8/28/24 21:05,468.75,471.35,467.6,468.14,87975
8/29/24 12:00,471.92,473.308,467.9,472.52,125736
9/3/24 12:00,473.74,477,472.7804,473.49,64056
9/4/24 12:00,458,462.156,457.75,458.73,75511
9/4/24 14:00,460.94,461.0099,457.73,459.72,1641143
9/5/24 13:35,459.68,462.55,459.54,461.71,979798
9/6/24 12:00,455.83,461.385,455.23,457.19,79336
9/6/24 12:30,456.28,459.98,455.3,458.6,572959
9/6/24 13:35,460.02,460.72,457.38,457.53,1244853
9/6/24 20:00,448.8,452.123,448.14,448.62,451301
9/11/24 12:00,457.71,458.34,455.19,458,121846
9/11/24 12:30,458.7,459.02,455.74,456.951,283970
9/17/24 12:00,475.2209,476.27,472.9,476.16,79920
9/18/24 18:00,473.71,478.83,472.6,476.4,3191633
9/19/24 12:00,480.9,481.8,471.793,481.47,132223
9/23/24 12:00,482.96,484.82,480.15,482.85,55708
9/24/24 12:00,483.9901,485.4504,482.34,483.91,51875
9/26/24 12:00,492.85,493.37,490,492.75,115539
10/3/24 14:10,484.44,484.54,481.41,482.445,800787
10/7/24 12:00,484.46,487.66,483.6604,484.76,74188
10/7/24 12:05,484.74,487.685,484.58,484.9335,12808
10/8/24 12:00,484.31,484.6,480.97,484.4325,38001
10/17/24 12:00,495.1,495.39,489.7,495.25,185046
10/18/24 12:00,494.2,494.4,490.882,494.1103,50244
10/21/24 12:00,492,494.47,491.37,491.64,42037
10/31/24 12:00,492.09,496.093,490.4896,492.93,71448
11/4/24 13:00,488.09,489.86,486.46,488.03,78427
11/6/24 9:00,501,501.5,498.22,500.76,39361
11/6/24 13:00,498.68,501.5604,495.13,500.25,292985
11/15/24 13:00,505.03,506.94,503.78,505.2701,52472
11/19/24 13:00,499.78,501.2,497.1096,499.45,44887
11/20/24 21:20,503.5601,503.5601,499.48,502.26,538040
11/21/24 13:00,502.61,504.55,500,503.55,110476
11/21/24 14:35,504.31,504.4,500.36,500.93,1347590
11/22/24 13:00,504.12,505.18,502.1796,504.64,77424
11/25/24 13:10,505.411,508.5,505.411,508.23,14567
12/4/24 13:00,520.4,520.56,517.257,520.26,78810
12/11/24 21:10,529.15,529.39,520.6,529.37,582840
12/13/24 13:00,530.5,531.57,528.33,531.28,117323
12/18/24 19:05,533.97,533.97,530.695,531.01,981894
12/18/24 20:35,521.14,521.27,517.58,517.79,2358848
12/18/24 20:45,515.69,519.5,515.01,519.46,2562344
12/18/24 20:55,521.09,521.1,516.04,516.53,5415706
12/18/24 21:00,516.49,516.98,512.08,513.43,1006555
12/18/24 21:05,513.39,516.47,512.24,513.38,777879
12/19/24 13:00,518.79,521.34,515.5,520.92,200301
12/19/24 21:00,514.16,517.8595,513.76,514.58,430642
12/20/24 13:00,507.36,512.5,505.4581,507.86,212549
12/20/24 20:50,520.4,523,518.22,518.89,2144442
12/23/24 13:00,518.91,522.37,518.298,520.11,94189
12/26/24 13:00,528.5,531.52,526.876,527.98,100144
12/30/24 13:00,520.98,522.2,516.45,517.47,97700
12/31/24 13:00,518.2,518.4592,514.81,516.86,98690
1/2/25 13:00,517.4,517.72,513.9,516.69,97157
1/2/25 13:35,516.57,516.98,511.23,516.81,16985
1/2/25 18:45,507.63,511.2611,506.4,506.7259,256094
